deviceId,time,state,isDeleted
d001,2021/10/3 9:59:00,"	0",0
d001,2021/10/3 9:59:01,"	0",0
d001,2021/10/3 9:59:02,"	0",0
d001,2021/10/3 9:59:03,"	0",0
d001,2021/10/3 9:59:04,"	0",0
d001,2021/10/3 9:59:05,"	0",0
d001,2021/10/3 9:59:06,"	0",0
d001,2021/10/3 9:59:07,"	0",0
d001,2021/10/3 9:59:08,"	0",0
d001,2021/10/3 9:59:09,"	0",0
d001,2021/10/3 9:59:10,"	0",0
d001,2021/10/3 9:59:11,"	0",0
d001,2021/10/3 9:59:12,"	0",0
d001,2021/10/3 9:59:13,"	0",0
d001,2021/10/3 9:59:14,"	0",0
d001,2021/10/3 9:59:15,"	0",0
d001,2021/10/3 9:59:16,"	0",0
d001,2021/10/3 9:59:17,"	0",0
d001,2021/10/3 9:59:18,"	0",0
d001,2021/10/3 9:59:19,"	0",0
d001,2021/10/3 9:59:20,"	0",0
d001,2021/10/3 9:59:21,"	0",0
d001,2021/10/3 9:59:22,"	0",0
d001,2021/10/3 9:59:23,"	0",0
d001,2021/10/3 9:59:24,"	0",0
d001,2021/10/3 9:59:25,"	0",0
d001,2021/10/3 9:59:26,"	0",0
d001,2021/10/3 9:59:27,"	0",0
d001,2021/10/3 9:59:28,"	0",0
d001,2021/10/3 9:59:29,"	0",0
d001,2021/10/3 9:59:30,"	0",0
d001,2021/10/3 9:59:31,"	0",0
d001,2021/10/3 9:59:32,"	0",0
d001,2021/10/3 9:59:33,"	0",0
d001,2021/10/3 9:59:34,"	0",0
d001,2021/10/3 9:59:35,"	0",0
d001,2021/10/3 9:59:36,"	0",0
d001,2021/10/3 9:59:37,"	0",0
d001,2021/10/3 9:59:38,"	0",0
d001,2021/10/3 9:59:39,"	0",0
d001,2021/10/3 9:59:40,"	0",0
d001,2021/10/3 9:59:41,"	0",0
d001,2021/10/3 9:59:42,"	0",0
d001,2021/10/3 9:59:43,"	0",0
d001,2021/10/3 9:59:44,"	0",0
d001,2021/10/3 9:59:45,"	0",0
d001,2021/10/3 9:59:46,"	0",0
d001,2021/10/3 9:59:47,"	0",0
d001,2021/10/3 9:59:48,"	0",0
d001,2021/10/3 9:59:49,"	0",0
d001,2021/10/3 9:59:50,"	0",0
d001,2021/10/3 9:59:51,"	0",0
d001,2021/10/3 9:59:52,"	0",0
d001,2021/10/3 9:59:53,"	0",0
d001,2021/10/3 9:59:54,"	0",0
d001,2021/10/3 9:59:55,"	0",0
d001,2021/10/3 9:59:56,"	0",0
d001,2021/10/3 9:59:57,"	0",0
d001,2021/10/3 9:59:58,"	0",0
d001,2021/10/3 9:59:59,"	0",0
d001,2021/10/3 10:00:00,"	0",0
d001,2021/10/3 10:00:01,"	0",0
d001,2021/10/3 10:00:02,"	0",0
d001,2021/10/3 10:00:03,"	0",0
d001,2021/10/3 10:00:04,"	0",0
d001,2021/10/3 10:00:05,"	0",0
d001,2021/10/3 10:00:06,"	0",0
d001,2021/10/3 10:00:07,"	0",0
d001,2021/10/3 10:00:08,"	0",0
d001,2021/10/3 10:00:09,"	0",0
d001,2021/10/3 10:00:10,"	0",0
d001,2021/10/3 10:00:11,"	0",0
d001,2021/10/3 10:00:12,"	0",0
d001,2021/10/3 10:00:13,"	0",0
d001,2021/10/3 10:00:14,"	0",0
d001,2021/10/3 10:00:15,"	0",0
d001,2021/10/3 10:00:16,"	0",0
d001,2021/10/3 10:00:17,"	0",0
d001,2021/10/3 10:00:18,"	0",0
d001,2021/10/3 10:00:19,"	0",0
d001,2021/10/3 10:00:20,"	0",0
d001,2021/10/3 10:00:21,"	0",0
d001,2021/10/3 10:00:22,"	0",0
d001,2021/10/3 10:00:23,"	0",0
d001,2021/10/3 10:00:24,"	0",0
d001,2021/10/3 10:00:25,"	0",0
d001,2021/10/3 10:00:26,"	0",0
d001,2021/10/3 10:00:27,"	0",0
d001,2021/10/3 10:00:28,"	0",0
d001,2021/10/3 10:00:29,"	0",0
d001,2021/10/3 10:00:30,"	0",0
d001,2021/10/3 10:00:31,"	0",0
d001,2021/10/3 10:00:32,"	0",0
d001,2021/10/3 10:00:33,"	0",0
d001,2021/10/3 10:00:34,"	0",0
d001,2021/10/3 10:00:35,"	0",0
d001,2021/10/3 10:00:36,"	0",0
d001,2021/10/3 10:00:37,"	0",0
d001,2021/10/3 10:00:38,"	0",0
d001,2021/10/3 10:00:39,"	0",0
d001,2021/10/3 10:00:39,"	0",0
d001,2021/10/3 10:00:40,"	0",0
d001,2021/10/3 10:00:41,"	0",0
d001,2021/10/3 10:00:42,"	0",0
d001,2021/10/3 10:00:43,"	0",0
d001,2021/10/3 10:00:44,"	0",0
d001,2021/10/3 10:00:45,"	0",0
d001,2021/10/3 10:00:46,"	0",0
d001,2021/10/3 10:00:47,"	0",0
d001,2021/10/3 10:00:48,"	0",0
d001,2021/10/3 10:00:49,"	0",0
d001,2021/10/3 10:00:50,"	0",0
d001,2021/10/3 10:00:51,"	0",0
d001,2021/10/3 10:00:52,"	0",0
d001,2021/10/3 10:00:53,"	0",0
d001,2021/10/3 10:00:54,"	0",0
d001,2021/10/3 10:00:55,"	0",0
d001,2021/10/3 10:00:56,"	0",0
d001,2021/10/3 10:00:57,"	0",0
d001,2021/10/3 10:00:58,"	0",0
d001,2021/10/3 10:00:59,"	0",0
d001,2021/10/3 10:01:00,"	0",0
d001,2021/10/3 10:01:01,"	0",0
d001,2021/10/3 10:01:02,"	0",0
d001,2021/10/3 10:01:03,"	0",0
d001,2021/10/3 10:01:04,"	0",0
d001,2021/10/3 10:01:05,"	0",0
d001,2021/10/3 10:01:06,"	0",0
d001,2021/10/3 10:01:07,"	0",0
d001,2021/10/3 10:01:08,"	0",0
d001,2021/10/3 10:01:09,"	0",0
d001,2021/10/3 10:01:10,"	0",0
d001,2021/10/3 10:01:11,"	0",0
d001,2021/10/3 10:01:12,"	0",0
d001,2021/10/3 10:01:13,"	0",0
d001,2021/10/3 10:01:14,"	0",0
d001,2021/10/3 10:01:15,"	0",0
d001,2021/10/3 10:01:16,"	0",0
d001,2021/10/3 10:01:17,"	0",0
d001,2021/10/3 10:01:18,"	0",0
d001,2021/10/3 10:01:19,"	0",0
d001,2021/10/3 10:01:20,"	0",0
d001,2021/10/3 10:01:21,"	0",0
d001,2021/10/3 10:01:22,"	0",0
d001,2021/10/3 10:01:23,"	0",0
d001,2021/10/3 10:01:24,"	0",0
d001,2021/10/3 10:01:25,"	0",0
d001,2021/10/3 10:01:26,"	0",0
d001,2021/10/3 10:01:27,"	0",0
d001,2021/10/3 10:01:28,"	0",0
d001,2021/10/3 10:01:29,"	0",0
d001,2021/10/3 10:01:30,"	0",0
d001,2021/10/3 10:01:31,"	0",0
d001,2021/10/3 10:01:32,"	0",0
d001,2021/10/3 10:01:33,"	0",0
d001,2021/10/3 10:01:34,"	0",0
d001,2021/10/3 10:01:35,"	0",0
d001,2021/10/3 10:01:36,"	0",0
d001,2021/10/3 10:01:37,"	0",0
d001,2021/10/3 10:01:38,"	0",0
d001,2021/10/3 10:01:39,"	0",0
d001,2021/10/3 10:01:40,"	0",0
d001,2021/10/3 10:01:41,"	0",0
d001,2021/10/3 10:01:42,"	0",0
d001,2021/10/3 10:01:43,"	0",0
d001,2021/10/3 10:01:44,"	0",0
d001,2021/10/3 10:01:45,"	0",0
d001,2021/10/3 10:01:46,"	0",0
d001,2021/10/3 10:01:47,"	0",0
d001,2021/10/3 10:01:48,"	0",0
d001,2021/10/3 10:01:49,"	0",0
d001,2021/10/3 10:01:50,"	0",0
d001,2021/10/3 10:01:51,"	0",0
d001,2021/10/3 10:01:52,"	0",0
d001,2021/10/3 10:01:53,"	0",0
d001,2021/10/3 10:01:54,"	0",0
d001,2021/10/3 10:01:55,"	0",0
d001,2021/10/3 10:01:56,"	0",0
d001,2021/10/3 10:01:57,"	0",0
d001,2021/10/3 10:01:58,"	0",0
d001,2021/10/3 10:01:59,"	0",0
d001,2021/10/3 10:02:00,"	0",0
d001,2021/10/3 10:02:01,"	0",0
d001,2021/10/3 10:02:02,"	0",0
d001,2021/10/3 10:02:03,"	0",0
d001,2021/10/3 10:02:04,"	0",0
d001,2021/10/3 10:02:05,"	0",0
d001,2021/10/3 10:02:06,"	0",0
d001,2021/10/3 10:02:07,"	0",0
d001,2021/10/3 10:02:08,"	0",0
d001,2021/10/3 10:02:09,"	0",0
d001,2021/10/3 10:02:10,"	0",0
d001,2021/10/3 10:02:11,"	0",0
d001,2021/10/3 10:02:12,"	0",0
d001,2021/10/3 10:02:13,"	0",0
d001,2021/10/3 10:02:14,"	0",0
d001,2021/10/3 10:02:15,"	0",0
d001,2021/10/3 10:02:16,"	0",0
d001,2021/10/3 10:02:17,"	0",0
d001,2021/10/3 10:02:18,"	0",0
d001,2021/10/3 10:02:19,"	0",0
d001,2021/10/3 10:02:20,"	0",0
d001,2021/10/3 10:02:21,"	0",0
d001,2021/10/3 10:02:22,"	0",0
d001,2021/10/3 10:02:23,"	0",0
d001,2021/10/3 10:02:24,"	0",0
d001,2021/10/3 10:02:25,"	0",0
d001,2021/10/3 10:02:26,"	0",0
d001,2021/10/3 10:02:27,"	0",0
d001,2021/10/3 10:02:28,"	0",0
d001,2021/10/3 10:02:29,"	0",0
d001,2021/10/3 10:02:30,"	0",0
d001,2021/10/3 10:02:31,"	0",0
d001,2021/10/3 10:02:32,"	0",0
d001,2021/10/3 10:02:33,"	0",0
d001,2021/10/3 10:02:34,"	0",0
d001,2021/10/3 10:02:35,"	0",0
d001,2021/10/3 10:02:36,"	0",0
d001,2021/10/3 10:02:37,"	0",0
d001,2021/10/3 10:02:38,"	0",0
d001,2021/10/3 10:02:39,"	0",0
d001,2021/10/3 10:02:40,"	0",0
d001,2021/10/3 10:02:41,"	0",0
d001,2021/10/3 10:02:42,"	0",0
d001,2021/10/3 10:02:43,"	0",0
d001,2021/10/3 10:02:44,"	0",0
d001,2021/10/3 10:02:45,"	0",0
d001,2021/10/3 10:02:46,"	0",0
d001,2021/10/3 10:02:47,"	0",0
d001,2021/10/3 10:02:48,"	0",0
d001,2021/10/3 10:02:49,"	0",0
d001,2021/10/3 10:02:50,"	0",0
d001,2021/10/3 10:02:51,"	0",0
d001,2021/10/3 10:02:52,"	0",0
d001,2021/10/3 10:02:53,"	0",0
d001,2021/10/3 10:02:54,"	0",0
d001,2021/10/3 10:02:55,"	0",0
d001,2021/10/3 10:02:56,"	0",0
d001,2021/10/3 10:02:57,"	0",0
d001,2021/10/3 10:02:58,"	0",0
d001,2021/10/3 10:02:59,"	0",0
d001,2021/10/3 10:03:00,"	0",0
d001,2021/10/3 10:03:01,"	0",0
d001,2021/10/3 10:03:02,"	0",0
d001,2021/10/3 10:03:03,"	0",0
d001,2021/10/3 10:03:04,"	0",0
d001,2021/10/3 10:03:05,"	0",0
d001,2021/10/3 10:03:06,"	1",0
d001,2021/10/3 10:03:07,"	1",0
d001,2021/10/3 10:03:08,"	1",0
d001,2021/10/3 10:03:09,"	1",0
